
 1 14 1 2 1 0
 1  0.859404266  0.140344992  0.938279629
 14  0.  0.  1.05257118  1.05257118  0.
 13  0.367298126  0.269108146  0.835259736  0.957157016  0.10565839
 2212 -0.221119359 -0.268239647  0.169016719  1.01478159  0.938279629
 1
 2212 -0.221119359 -0.268239647  0.169016719  1.01478159  0.938279629

 2 14 1 2 1 0
 1  0.952398181  0.2937181  0.938279629
 14  0.  0.  0.849852085  0.849852085  0.
 13  0.0149318585 -0.471968651  0.284503281  0.561322808  0.10565839
 2212 -0.0124110812  0.562511265  0.522651672  1.21247947  0.938279629
 1
 2212 -0.0124110812  0.562511265  0.522651672  1.21247947  0.938279629

 3 14 1 2 1 0
 3  0.137423545  0.763752282  1.86030698
 14  0.  0.  2.23833919  2.23833919  0.
 13  0.190612733  0.229431927  0.474496752  0.570335925  0.10565839
 10000219 -0.0977921858 -0.130211189  1.80055988  2.59408474  1.86030698
 2
 2212 -0.216166213 -0.468926579  0.406778276  1.14562523  0.938279629
 211  0.122927181  0.34859252  1.38521349  1.44045949  0.139567897

 4 14 1 2 1 0
 3  0.161143243  0.870259702  1.86106622
 14  0.  0.  2.01888394  2.01888394  0.
 13  0.175698146 -0.0195450075  0.101921715  0.229790285  0.10565839
 10000222 -0.306866348  0.087485835  1.9505769  2.71479988  1.86106622
 3
 211  0.0424274392  0.121755898 -0.0901986957  0.21033214  0.139567897
 111 -0.170387581  0.115842544  1.19120371  1.21640289  0.134974301
 2112 -0.176522344 -0.148113146  0.838254571  1.28006482  0.939573109

 5 14 1 2 1 0
 1  0.862300456  0.293124795  0.938279629
 14  0.  0.  0.678888798  0.678888798  0.
 13  0.29069221 -0.288666278  0.291936487  0.514024138  0.10565839
 2212 -0.162467927  0.244511366  0.453231931  1.08257544  0.938279629
 1
 2212 -0.162467927  0.244511366  0.453231931  1.08257544  0.938279629

 6 14 1 2 1 0
 1  0.953876674  0.224510416  0.938279629
 14  0.  0.  1.09279037  1.09279037  0.
 13  0.244036034 -0.507382333  0.622179091  0.84573108  0.10565839
 2212 -0.216436595  0.550508618  0.375381023  1.17097569  0.938279629
 1
 2212 -0.216436595  0.550508618  0.375381023  1.17097569  0.938279629

 7 14 1 2 1 0
 1  0.943208396  0.44467482  0.938279629
 14  0.  0.  0.592672348  0.592672348  0.
 13 -0.249821886 -0.285457522 -0.0303074382  0.394941986  0.10565839
 2212  0.171158224  0.208487242  0.548654914  1.11988974  0.938279629
 1
 2212  0.171158224  0.208487242  0.548654914  1.11988974  0.938279629

 8 14 1 2 1 0
 1  0.851505756  0.0662510097  0.938279629
 14  0.  0.  2.013834  2.013834  0.
 13  0.369992912  0.273788244  1.82417285  1.88431001  0.10565839
 2212 -0.296607524 -0.34991926  0.0964756906  1.04885447  0.938279629
 1
 2212 -0.296607524 -0.34991926  0.0964756906  1.04885447  0.938279629

 9 14 1 2 1 0
 3  0.50746721  0.545324564  1.45269716
 14  0.  0.  2.2896719  2.2896719  0.
 13 -0.572855413  0.491567314  0.855396152  1.14571714  0.10565839
 10000218  0.473906547 -0.453562796  1.31884813  2.06881547  1.45269716
 2
 2112  0.682542741 -0.127780974  0.871777952  1.45773351  0.939573109
 211 -0.215031475 -0.324584544  0.438901842  0.603081942  0.139567897

 10 14 1 2 1 0
 3  0.214414835  0.510240555  1.45245218
 14  0.  0.  1.61849976  1.61849976  0.
 13 -0.357190102 -0.13906379  0.662915468  0.773009777  0.10565839
 10000218  0.377538025  0.261228561  0.909382105  1.77408242  1.45245218
 2
 2112  0.495189458 -0.128071249  0.754837453  1.30927157  0.939573109
 211 -0.123870075  0.390908122  0.145065308  0.456810832  0.139567897

 11 14 1 2 1 0
 3  0.374767393  0.398127913  1.2939992
 14  0.  0.  1.59933627  1.59933627  0.
 13 -0.52588141  0.0247080438  0.809852898  0.971692979  0.10565839
 10000218  0.553202868  0.0514883362  0.652683973  1.55213213  1.2939992
 2
 2212  0.45248577 -0.0783528388  0.215682879  1.06666315  0.938279629
 111  0.0859025419  0.132406473  0.429939568  0.477468967  0.134974301

 12 14 1 2 1 0
 1  0.808762193  0.0522143096  0.938279629
 14  0.  0.  1.93347418  1.93347418  0.
 13 -0.293082088 -0.275399238  1.7980665  1.84552109  0.10565839
 2212  0.300973177  0.208264038  0.0068306271  1.00716138  0.938279629
 1
 2212  0.300973177  0.208264038  0.0068306271  1.00716138  0.938279629

 13 14 1 2 1 0
 1  0.423919529  0.465992004  0.938279629
 14  0.  0.  0.491098017  0.491098017  0.
 13  0.0309710689  0.2846663  0.141851515  0.336570412  0.10565839
 2212  0.262220144 -0.108078837  0.279849768  1.01937485  0.938279629
 1
 2212  0.262220144 -0.108078837  0.279849768  1.01937485  0.938279629

 14 14 1 2 1 0
 1  0.889499128  0.264099032  0.938279629
 14  0.  0.  0.775904119  0.775904119  0.
 13  0.293921828  0.256814331  0.317070901  0.513849497  0.10565839
 2212 -0.333069563 -0.286494821  0.569777787  1.18238318  0.938279629
 1
 2212 -0.333069563 -0.286494821  0.569777787  1.18238318  0.938279629

 15 14 1 2 1 0
 3  0.519014478  0.396398515  1.2375381
 14  0.  0.  2.12825942  2.12825942  0.
 13 -0.650017679 -0.10088823  1.15409434  1.33259094  0.10565839
 10000218  0.554447174  0.183044478  1.04602301  1.72237682  1.2375381
 2
 2212  0.443623751 -0.0545030795  0.950674474  1.40851808  0.938279629
 111  0.106303871  0.238102823  0.085663259  0.305858731  0.134974301

 16 14 1 2 1 0
 1  0.778843462  0.0487012491  0.938279629
