#------------------------------------------------------------------
# GENIE Hadronization Tuning Data:
#      Average Multiplicity vs W^2
# Source:
#      [1] D.Zieminska et al., Phys.Rev. D27, 47 (1983)  
#          Charged-particle multiplicity distributions in vn and vp 
#          CC interactions.
#          Fermilab D2-filled 15-foot bubble chamber, a wide-band 
#          v beam produced by 350-GeV/c protons 
#          <Ev> = 50GeV, 1<W<15GeV
#      [2] H.Grassler et al.,Nucl.Phys.B223, 269 (1983) 
#          Multiplicities of 2ary hadrons produced in vp and vbarp 
#          CC interactions
#          Hydrogen bubble chamber BEBC at CERN, wide-band v/vbar 
#          beams generated by 350GeV and 400GeV protons, 
#          Pmuon>3GeV/c, Evis>5GeV, W>3GeV
# Digitizer:
#      Data copied from T.Yang's [1][2] plots digitization files
# Conventions:
#      nu  : 1->neutrino, -1->antineutrino
#      nuc : hit nucleon PDG code
#      tgt : nuclear target A 
#            (0->free nucleon target, 1->unspecified nuclear target)
#      mult: 1->n+, -1->n-, 0->n0, 2->nch, 3->ntot, 
#            for specific particles (p,n,pi0,pi_,pi-) mult=pdgc
#      xfh : 1->xf>0, -1->xf<0, 0->both xh hemispheres 
#
# -----------------------------------------------------------------
# vn all charged current fragments ([1], FIG.7)
# -----------------------------------------------------------------
# nu nuc   tgt  W2      n     dn     mult xfh
  1  2112  0     10.56  0.42  0.02   -1   -1  
  1  2112  0     17.30  0.59  0.02   -1   -1  
  1  2112  0     27.57  0.66  0.05   -1   -1  
  1  2112  0     43.94  0.78  0.05   -1   -1  
  1  2112  0     68.13  0.97  0.06   -1   -1  
  1  2112  0    111.59  1.06  0.09   -1   -1  
  1  2112  0    168.34  1.14  0.15   -1   -1  
# -----------------------------------------------------------------
# vn positive charged current fragments ([1], FIG.8)
# -----------------------------------------------------------------
# nu nuc   tgt  W2      n     dn     mult xfh
  1  2112  0      1.47  0.80  0.07   1    1  
  1  2112  0      2.54  0.86  0.07   1    1  
  1  2112  0      4.27  1.12  0.04   1    1  
  1  2112  0      6.81  1.23  0.04   1    1  
  1  2112  0     10.56  1.46  0.04   1    1  
  1  2112  0     17.30  1.71  0.04   1    1  
  1  2112  0     27.57  1.80  0.05   1    1  
  1  2112  0     43.94  2.00  0.06   1    1  
  1  2112  0     68.13  2.14  0.08   1    1  
  1  2112  0    108.57  2.31  0.10   1    1  
  1  2112  0    163.79  2.46  0.14   1    1  
# -----------------------------------------------------------------
# vn positive charged target fragments ([1], FIG.8)
# -----------------------------------------------------------------
# nu nuc   tgt  W2      n     dn     mult xfh
  1  2112  0      1.43  0.21  0.05   1    -1  
  1  2112  0      2.54  0.34  0.07   1    -1  
  1  2112  0      4.16  0.39  0.05   1    -1  
  1  2112  0      6.63  0.50  0.04   1    -1  
  1  2112  0     10.56  0.60  0.04   1    -1  
  1  2112  0     17.30  0.77  0.04   1    -1  
  1  2112  0     27.57  0.98  0.04   1    -1  
  1  2112  0     43.94  1.06  0.06   1    -1  
  1  2112  0     66.29  1.27  0.07   1    -1  
  1  2112  0    111.59  1.51  0.11   1    -1  
  1  2112  0    163.79  1.49  0.15   1    -1  
# -----------------------------------------------------------------
# vp negative charged current fragments ([1], FIG.8)
# -----------------------------------------------------------------
# nu nuc   tgt  W2      n     dn     mult xfh
  1  2212  0      1.55  0.00  0.00   -1   1  
  1  2212  0      2.54  0.04  0.03   -1   1  
  1  2212  0      4.16  0.16  0.05   -1   1  
  1  2212  0      6.63  0.31  0.07   -1   1  
  1  2212  0     10.56  0.53  0.03   -1   1  
  1  2212  0     17.30  0.79  0.05   -1   1  
  1  2212  0     27.57  1.06  0.03   -1   1  
  1  2212  0     43.94  1.22  0.07   -1   1  
  1  2212  0     70.02  1.47  0.08   -1   1  
  1  2212  0    108.57  1.63  0.11   -1   1  
  1  2212  0    173.02  1.94  0.19   -1   1  
# -----------------------------------------------------------------
# vp negative charged target fragments ([1], FIG.8)
# -----------------------------------------------------------------
# nu nuc   tgt  W2      n     dn     mult xfh
  1  2212  0      1.59  0.00  0.02   -1   -1 
  1  2212  0      2.54  0.06  0.06   -1   -1 
  1  2212  0      4.16  0.16  0.06   -1   -1 
  1  2212  0      6.63  0.27  0.05   -1   -1 
  1  2212  0     10.56  0.39  0.02   -1   -1 
  1  2212  0     17.30  0.48  0.02   -1   -1 
  1  2212  0     27.57  0.54  0.05   -1   -1 
  1  2212  0     43.94  0.73  0.06   -1   -1 
  1  2212  0     70.02  0.80  0.09   -1   -1 
  1  2212  0    111.59  1.03  0.11   -1   -1 
  1  2212  0    177.83  0.78  0.16   -1   -1 
# -----------------------------------------------------------------
# vp positive charged current fragments ([1], FIG.8)
# -----------------------------------------------------------------
# nu nuc   tgt  W2      n     dn     mult xfh
  1  2212  0      1.55  1.16  0.08   1    1  
  1  2212  0      2.54  1.15  0.09   1    1  
  1  2212  0      4.16  1.40  0.07   1    1  
  1  2212  0      6.63  1.55  0.07   1    1  
  1  2212  0     10.56  1.69  0.04   1    1  
  1  2212  0     17.30  1.86  0.04   1    1  
  1  2212  0     27.57  2.02  0.06   1    1  
  1  2212  0     42.75  2.13  0.07   1    1  
  1  2212  0     68.13  2.27  0.08   1    1  
  1  2212  0    111.59  2.52  0.11   1    1  
