q0_q3_W00_W11_12C_electron
6 12 QE_EM 401 401
0 0.000 0.005 0 0.000 0.005
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
8.9035038826017242e-04  0.0000000000000000e+00  1.1783898597346565e-01  0.0000000000000000e+00  0.0000000000000000e+00
1.1989990457861612e-03  0.0000000000000000e+00  1.2691616372993131e-01  0.0000000000000000e+00  0.0000000000000000e+00
1.4472596538052044e-03  0.0000000000000000e+00  1.3422976641886356e-01  0.0000000000000000e+00  0.0000000000000000e+00
1.6702408194009984e-03  0.0000000000000000e+00  1.4172714766803063e-01  0.0000000000000000e+00  0.0000000000000000e+00
1.8856042215556598e-03  0.0000000000000000e+00  1.5013842587819617e-01  0.0000000000000000e+00  0.0000000000000000e+00
2.1008965238874049e-03  0.0000000000000000e+00  1.5962275983045193e-01  0.0000000000000000e+00  0.0000000000000000e+00
2.3187174090978967e-03  0.0000000000000000e+00  1.7010352834544173e-01  0.0000000000000000e+00  0.0000000000000000e+00
2.5394148023754151e-03  0.0000000000000000e+00  1.8142166612581204e-01  0.0000000000000000e+00  0.0000000000000000e+00
2.7623740350264038e-03  0.0000000000000000e+00  1.9340078517803524e-01  0.0000000000000000e+00  0.0000000000000000e+00
2.9866120018904939e-03  0.0000000000000000e+00  2.0587250296171064e-01  0.0000000000000000e+00  0.0000000000000000e+00
3.2110426672906588e-03  0.0000000000000000e+00  2.1868459462406628e-01  0.0000000000000000e+00  0.0000000000000000e+00
3.4345899595036506e-03  0.0000000000000000e+00  2.3170211072048796e-01  0.0000000000000000e+00  0.0000000000000000e+00
3.6562309161830993e-03  0.0000000000000000e+00  2.4480589765856312e-01  0.0000000000000000e+00  0.0000000000000000e+00
3.8750078578231139e-03  0.0000000000000000e+00  2.5789040509809813e-01  0.0000000000000000e+00  0.0000000000000000e+00
4.0900276499694485e-03  0.0000000000000000e+00  2.7086153538624885e-01  0.0000000000000000e+00  0.0000000000000000e+00
4.3004563616748067e-03  0.0000000000000000e+00  2.8363479852800338e-01  0.0000000000000000e+00  0.0000000000000000e+00
4.5055130255185569e-03  0.0000000000000000e+00  2.9613382903959146e-01  0.0000000000000000e+00  0.0000000000000000e+00
4.7044640386611917e-03  0.0000000000000000e+00  3.0828923987047413e-01  0.0000000000000000e+00  0.0000000000000000e+00
4.8966187383152138e-03  0.0000000000000000e+00  3.2003776220858665e-01  0.0000000000000000e+00  0.0000000000000000e+00
5.0813262325234030e-03  0.0000000000000000e+00  3.3132161644794700e-01  0.0000000000000000e+00  0.0000000000000000e+00
5.2579733777824537e-03  0.0000000000000000e+00  3.4208806469332537e-01  0.0000000000000000e+00  0.0000000000000000e+00
5.4259837287788876e-03  0.0000000000000000e+00  3.5228910275026371e-01  0.0000000000000000e+00  0.0000000000000000e+00
5.5848172747248979e-03  0.0000000000000000e+00  3.6188125708589025e-01  0.0000000000000000e+00  0.0000000000000000e+00
5.7339707891070025e-03  0.0000000000000000e+00  3.7082545885254592e-01  0.0000000000000000e+00  0.0000000000000000e+00
5.8729786398829392e-03  0.0000000000000000e+00  3.7908697254387147e-01  0.0000000000000000e+00  0.0000000000000000e+00
6.0014139284554346e-03  0.0000000000000000e+00  3.8663536127979792e-01  0.0000000000000000e+00  0.0000000000000000e+00
6.1188898453256209e-03  0.0000000000000000e+00  3.9344447426026075e-01  0.0000000000000000e+00  0.0000000000000000e+00
6.2250611473037712e-03  0.0000000000000000e+00  3.9949244476545065e-01  0.0000000000000000e+00  0.0000000000000000e+00
6.3196256754961414e-03  0.0000000000000000e+00  4.0476168937095919e-01  0.0000000000000000e+00  0.0000000000000000e+00
6.4023258453038629e-03  0.0000000000000000e+00  4.0923890091891124e-01  0.0000000000000000e+00  0.0000000000000000e+00
6.4729500497736894e-03  0.0000000000000000e+00  4.1291502934257163e-01  0.0000000000000000e+00  0.0000000000000000e+00
6.5313339262284839e-03  0.0000000000000000e+00  4.1578524575908449e-01  0.0000000000000000e+00  0.0000000000000000e+00
6.5773614435284261e-03  0.0000000000000000e+00  4.1784888638003920e-01  0.0000000000000000e+00  0.0000000000000000e+00
6.5093876649468781e-03  0.0000000000000000e+00  4.1910937378375573e-01  0.0000000000000000e+00  0.0000000000000000e+00
6.3741226136183431e-03  0.0000000000000000e+00  4.1957411397539951e-01  0.0000000000000000e+00  0.0000000000000000e+00
6.2251986164460491e-03  0.0000000000000000e+00  4.1925436845106240e-01  0.0000000000000000e+00  0.0000000000000000e+00
6.0637326272982538e-03  0.0000000000000000e+00  4.1816510119212813e-01  0.0000000000000000e+00  0.0000000000000000e+00
5.8908701520317582e-03  0.0000000000000000e+00  4.1632480115424203e-01  0.0000000000000000e+00  0.0000000000000000e+00
5.7077774081975867e-03  0.0000000000000000e+00  4.1375528138471457e-01  0.0000000000000000e+00  0.0000000000000000e+00
5.5135026572605420e-03  0.0000000000000000e+00  4.1024308902730672e-01  0.0000000000000000e+00  0.0000000000000000e+00
5.1139635255185749e-03  0.0000000000000000e+00  3.8400972841263514e-01  0.0000000000000000e+00  0.0000000000000000e+00
4.7101241456791705e-03  0.0000000000000000e+00  3.5746692818715764e-01  0.0000000000000000e+00  0.0000000000000000e+00
4.3043691380490129e-03  0.0000000000000000e+00  3.3077795325287823e-01  0.0000000000000000e+00  0.0000000000000000e+00
3.8990132045467040e-03  0.0000000000000000e+00  3.0409899678306695e-01  0.0000000000000000e+00  0.0000000000000000e+00
3.4962859411096334e-03  0.0000000000000000e+00  2.7757802478529414e-01  0.0000000000000000e+00  0.0000000000000000e+00
3.0983177516070754e-03  0.0000000000000000e+00  2.5135380859025541e-01  0.0000000000000000e+00  0.0000000000000000e+00
2.7071269604253124e-03  0.0000000000000000e+00  2.2555514317055644e-01  0.0000000000000000e+00  0.0000000000000000e+00
2.3246082117504793e-03  0.0000000000000000e+00  2.0030024635367008e-01  0.0000000000000000e+00  0.0000000000000000e+00
1.9525222327256041e-03  0.0000000000000000e+00  1.7569633151786676e-01  0.0000000000000000e+00  0.0000000000000000e+00
1.5924870252854047e-03  0.0000000000000000e+00  1.5183934426507142e-01  0.0000000000000000e+00  0.0000000000000000e+00
1.2459705377935581e-03  0.0000000000000000e+00  1.2881385185664118e-01  0.0000000000000000e+00  0.0000000000000000e+00
9.6696644954542312e-04  0.0000000000000000e+00  1.0669307287344311e-01  0.0000000000000000e+00  0.0000000000000000e+00
7.7482320197152230e-04  0.0000000000000000e+00  8.5539033607673620e-02  0.0000000000000000e+00  0.0000000000000000e+00
5.9184239421131472e-04  0.0000000000000000e+00  6.5402837090037413e-02  0.0000000000000000e+00  0.0000000000000000e+00
4.1859049357120359e-04  0.0000000000000000e+00  4.6325030375055150e-02  0.0000000000000000e+00  0.0000000000000000e+00
2.5553770399494498e-04  0.0000000000000000e+00  2.8336055717380470e-02  0.0000000000000000e+00  0.0000000000000000e+00
1.0305815583666940e-04  0.0000000000000000e+00  1.1456771537663111e-02  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00  0.0000000000000000e+00
